1,1,45,3,5,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,4,0.12644,0,1,1,1,1,0,4,0.26,14.5,21,0,0.115384615,0.115384615,0,0.25,0.115384615,0.115384615,0.25,0.25,0.25,0.5,1,3780,5700,30000,39480,0,0,9870,1,8,9
2,1,34,2,10,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,4,0.12644,1,0,1,0,0,2,4,0.19,9.5,15.5,0,0.157894737,0,0.25,0,0,0,0.5,0.25,0.25,1,1,3360,5700,30000,39060,0,0,9765,1,7,10
3,1,37,1,10,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,12,1.2644,1,5,5,2,0,1,14,0.91,9.57,15.42857143,75,0.164835165,0.065934066,0.071428571,0.357142857,0,0.065934066,0.428571429,0.071428571,0.5,1.2,1,12180,5700,30000,47880,2,23940,3420,1,6,9
4,1,34,5,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,3,0.50576,1,1,2,0,0,0,4,0.26,9,13.25,60,0.230769231,0,0.25,0.25,0,0,0.25,0.25,0.5,1,1,3360,5700,15000,24060,1,24060,6015,1,4,8
5,1,32,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,4,0,1,0,0,0,2,2,5,0.15,9,14.4,0,0,0,0.2,0,0.4,0,0.4,0.6,0,0,1,4620,5700,15000,25320,0,0,5064,1,3,12
6,1,45,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,5,0,1,0,1,0,0,0,2,0.13,9,14,0,0.230769231,0,0.5,0,0,0,0,0.5,0.5,0,1,1680,5700,30000,37380,0,0,18690,1,3,9
7,1,38,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,6,0,0,0,1,0,0,0,1,0.1,14,22,0,0.3,0,0,0,0,0,0,0,1,0,1,840,5700,15000,21540,0,0,21540,1,5,12
8,1,30,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,4,0,0,1,1,0,0,0,2,0.13,8,13,0,0.230769231,0,0,0.5,0,0,0.5,0,0.5,0,1,2100,5700,30000,37800,0,0,18900,1,9,13
9,1,34,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,2,0,0,0,2,0,0,0,2,0.2,14,20,60,0.3,0,0,0,0,0,0,0,1,0,1,1680,5700,30000,37380,1,37380,18690,1,9,13
10,1,41,7,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,3,0.50576,2,2,0,0,0,0,4,0.12,4.5,10.25,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0,1,3360,5700,30000,39060,0,0,9765,1,9,11
11,1,60,5,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,3,0,1,1,1,3,2,0,8,0.52,20.5,26,140,0.057692308,0.173076923,0.125,0.125,0.115384615,0.173076923,0.125,0.375,0.25,1,1,7140,5700,15000,27840,1,27840,3480,1,7,15
12,1,38,20,8,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,5,0,0,0,1,0,2,0,3,0.16,14.33,22,135,0.1875,0,0,0,0.375,0,0,0.666666667,0.666666667,0,1,2520,5700,15000,23220,1,23220,7740,1,7,8
13,1,35,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,3,0,0,1,1,2,1,0,5,0.36,23.4,30.2,125,0.083333333,0.166666667,0,0.2,0.083333333,0.166666667,0.2,0.2,0.2,1,1,4200,5700,30000,39900,1,39900,7980,1,8,7
14,1,54,1,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,5,0,0,0,0,1,2,0,3,0.16,16.33,23,0,0,0.1875,0,0,0.375,0.1875,0,0.666666667,0.666666667,0,1,2520,5700,30000,38220,0,0,12740,1,9,13
15,1,30,13,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,2,0.50576,0,0,1,0,2,0,3,0.16,18.33,24,115,0.1875,0,0,0,0.375,0,0,0.666666667,0.666666667,0,1,2940,5700,15000,23640,1,23640,7880,1,3,9
16,1,50,2,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,4,0.12644,1,0,1,3,1,1,7,0.49,22.71,29.28571429,130,0.06122449,0.183673469,0.142857143,0,0.06122449,0.183673469,0.142857143,0.285714286,0.285714,1,1,6300,5700,30000,42000,1,42000,6000,1,3,7
17,1,44,12,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,4,0,1,0,0,0,2,0,3,0.09,8.67,13,0,0,0,0.333333333,0,0.666666667,0,0,1,0.666666667,0,1,2520,5700,30000,38220,0,0,12740,1,8,10
18,1,49,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2,0,0,1,1,0,2,0,4,0.19,13.75,18.25,130,0.157894737,0,0,0.25,0.315789474,0,0.25,0.5,0.5,0.5,1,3780,5700,15000,24480,1,24480,6120,1,3,11
19,1,50,3,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,3,0,2,0,2,1,0,0,5,0.36,18.4,25.4,120,0.166666667,0.083333333,0.4,0,0,0.083333333,0,0.4,0.4,0,1,4200,5700,30000,39900,2,19950,7980,1,8,11
20,1,30,2,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,3,0.151728,2,0,0,0,0,0,2,0.06,6,11,0,0,0,1,0,0,0,0,1,1,0,1,1680,5700,15000,22380,0,0,11190,1,8,15
